"Objeto";"Fecha";"Lugar emisión";"Lugar recepción";"Escribe a";"Recibe de";"año";"Texto de la carta"
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1196#";21/9/1803 0:00:00;"Palma de Mallorca";"Bellver";;"Desconocido";1803;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.39. Según Somoza (Inventario, pág. 106) se trataba de una «carta de Sget., presidiario francés, grabador en hueco, pidiendo una limosna para hacerse alguna ropa por estar próximo el día de su libertad (en francés)»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1197#";23/9/1803 0:00:00;"Barcelona";"Bellver";;"Valentín García";1803;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.d.1. Según Somoza (Inventario, pág. 103) el mayordomo o secretario del obispo de Barcelona «enviaba noticias»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1198#";5/10/1803 0:00:00;"Bellver";"Gijón";"José Valdés Bazán";;1803;"Señor Pepón: Pardiez que tuve mucho gusto con la carta que usted me escribió. Bien quisiera yo tener otra semejante todos los correos, y escribirle también cada día; pero el diablo, que anda suelto, no lo quiere, y doña Prudencia nos dice a todas horas: cepos quedos. A más que, como yo ando tan extenuado, y usted tampoco está muy robusto, es menester seguir el consejo del médico, que nos dice lo mismo. Que si no, el diablo me lleve, estaría yo garrapateando todo el día. En cuanto a lo que usted me dice de el del sombrero de dos picos, ya me había hablado aquel señor largo como un castaño, quiero decir, el hijo de la coja, como decía su Sebastiana, el cual parece que escribió sobre lo mismo a una vecina conocida antigua, y por eso nada se hizo desde entonces acá, ni ahora se pudo hacer cosa de provecho, porque dicen que le hicieron mudar de casa, y también al sastre que hizo la montera para el otro. Con esto ya ve usted que no es ocasión de hablarles de estas cosas. Veremos cómo quedan ellas después que pase la tormenta, y entonces se hará lo que se pueda, si hay medio de hacer algo. Mientras tanto me parece a mí que quien podrá hacer mucho es el viudo, que dicen que ofreció al otro la casa que tiene en el camino, y como entonces podrá hablar despacio con él, malo será que no logre hacer por usted lo que usted desea, que en mi alma que es hacedero. Y más ahora que aquel felino (felón) que nos hizo tanto mal está perdido de los ojos, y el otro más alto tiene en su contra hasta las piedras de la calle. A más que usted podrá también presentarse y hablar por sí, que yo sé que no tiene pepita en la lengua, con que espero en Dios que todo se arreglará. Dígame usted, el mayordomo del viudo ¿no es aquel doctoruco, hijo de la viuda que vendía el hierro? Me parece que sí. Pero si usted tiene a [...] no tiene que hacer caso de él. Aunque siempre tiene que vivir con cuidado, porque éstos que anduvieron por las losas de las escuelas son muy resueltos y enredadores. Procure también usted hacerse amigo del cura, que, como es nuevo, todos tirarán de él, y más el compañero. Usted lo conoce bien, y no tengo más que decirle sino que le puede hacer mucho mal y mucho bien. En lo de las obras, no hay que meterse, y con eso un cuidado menos. En lo de las pinturas, sí que me alegro de que usted se entretenga, y no sería malo que tratase también de hacer algunas en la casa del viudo, que él lo estimará mucho; ya lo lucirán guapamente. Por acá también hay un joven que dibuja bien, bien, aunque no va tan aprisa como usted, y con eso nos divertimos todos. No tengo más que decirle. Usted bien puede escribirme de vez en cuando, aunque no muchas veces, ni de cosas que debemos dejar en la mano de Dios, que yo, aunque me cueste dejar alguna vez el cazo y la espumadera, ya le responderé cuando pueda. Y con esto, dé usted memorias a los de su casa, y recíbalas de todos los de ésta a medida de su deseo, y de quien es su amigo que le quiere entrañablemente"
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1199#";1/12/1803 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1803;"No del silencio, sino de la sequedad tiene que disculparse el amigo; porque a no conocer su letra, ¿quién hubiera reconocido por suya la carta anterior? Oscura, llena de lugares comunes, y sin contestación a uno de aquellos esfuerzos que sólo puede hacer la amistad, aunque atribulada y oprimida, ¿qué interpretación favorable se le podía dar? Con todo ninguna se le dio que fuese injuriosa a su corazón, si ya no lo era el juicio de que ya no aparecía en ella el vigor de aprecio y compasión manifestado en ocasión más arriesgada. Pero al fin, ni de esto tiene que dar disculpa; acá se saben hacer cuantas puede necesitar la amistad en varios puntos, pues no se desconoce que en todos está forzada a esconder unos sentimientos, que en vez de poder aliviar al que sufre, pudieran ser dañosos a él y a todos. A todos, pues, es necesaria la paciencia; a él además la resignación. Dios se la da por su misericordia, y este consuelo es para todos. Sea plaga la de los sobrinos, ninguna más llevadera. Disfruten en vida lo que no se les podría negar en muerte; y entretanto rodéese usted de esos consuelos, pues ningunos puede tener el hombre más seguros y más inocentes, y aun pudiera decir ni más grandes, si siguiese el dictamen de quien mira este vacío de sangre y cordialidad como la mayor de las privaciones. Basta de lamentación. Dejémonos de alegorías y de metáforas galanas; bastan al amigo los dulces testimonios de afección y constante memoria, y éstos por el conducto de N. Y si algo que no le corresponda ocurriere, por el amigo común que trajo la a que ahora se contesta, porque aún son necesarias precauciones. Mucho celebro que el marino vuelva a donde estaba: ojalá que allí repare los atrasos de su fortuna, y la indemnización de un mérito que no se puede negar a su celo, sus luces y su extraordinaria laboriosidad. Adiós, mi buen amigo."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1200#";2/1/1804 0:00:00;"Barcelona";"Bellver";;"Antonio de Oliveras y Prats";1804;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.27. Somoza (Inventario, pág. 105) la resume así: «Brindándose para entregar al Rey una representación de Jovellanos»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1201#";28/1/1804 0:00:00;"Madrid";"Bellver";;"Genaro Fernández Blanco";1804;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. F.b.1. Somoza (Inventario, pág. 114) la extracta así: «Recomendando, de parte de su padre, la carta que acompaña de José Méndez de la Vega (criado que fue de los embajadores de Cerdeña y Sajonia) solicitando auxilios»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1202#";1/2/1804 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1804;"Mi amado magistral: Puedo decir a usted, no sólo que he recibido su apreciable carta, sino también que el amigo se ha enterado de todas las ternuras y gracias que usted le dice en ellas; y por cierto que no le parecieron ni secas las primeras, ni las segundas mojosas, como dicen los andaluces; antes por el contrario, cree que en ellas están copiadas todas las facciones del Candasín como de mano de Velázquez. Hízole mucha gracia que entre las disculpas, tantas y tan buenas como usted acumula, echase adelante su vejez, culpándola no sólo de cansada y llorona, sino también de estéril y desmayada. «Este hombre, exclamó, no echa de ver que desmiente lo que dice con lo que hace, y que (salvas sean sus narices) se parece a aquél que para jurar que no haría versos, metrificaba, ya que otro se le pareció en hacerlos de desterrado». El amigo, lejos de asentir, dijo que esa vejez, en vez de ser achacosa, como las ordinarias, se podrá parecer más bien a la del buen Agustín, gloria de Tarragona, de quien decía Scoto que cuanto más viejo más memorioso, más aplicado y más deseoso de saber; y que en él, al paso que se enflaquecía su cuerpo, tomaba su espíritu más vigor y elevación. Yo no sé si el amigo siente en sí el mismo fenómeno; pero dijo que si estuviese sin esposas como cuando fraile, todavía se mordería un poco las uñas, por probar si podía enviar a usted algo mejor de lo que vio (como dice) en 58 años, aunque, mal pecado, cumpliera ya 60 cuando usted lo decía. Bien sé yo que en el deseo de unirse no le gana usted; y a fe que en otra ocasión lo manifestó junto con la esperanza de cumplirle; y sé que entonces decía que lo primerito que había de hacer en el día de la redención era avisar a usted para que le saliese al paso, y aun también para que si tenía recles, se animase a emprender un paseo para echar un trago en Saltarúa, y levantar al pie de ella un ara a la amistad. Si usted me pregunta si dura todavía aquella esperanza, no sabré qué decirle, aunque bien sé que no ha revocado el propósito, y también que siempre pone toda su confianza en quien todo lo puede; por lo demás, se puede decir que vive en una especie de limbo, sin pena, porque Dios conserva su salud y serenidad, ni gloria, porque no ven sus ojos lo que tanto holgarían de ver. Entretanto sufre, calla, espera, lee y reza, todo más que otras veces, porque para todo hay más vagar y mejor disposición de ánimo. Alguna vez, recorriendo los salmos que convienen a un penitente, tropieza en el inveteravi inter inimicos meos; y luego, luego, le sale al paso aquel erubescant, et conturbentur... et convertantur, etc.; y esto último es lo que les desea más de corazón. A decir verdad, nada le pesa tanto como las esposas; sin ellas habría una alternativa, no sólo gustosa, sino necesaria para conservar la cabeza y la vista, y aun para acabar y pulir algunas cosas empezadas, que no sabe si serían buenas, aunque tal cree, porque cree que serían muy útiles. Pero en cuanto a esto, apenas, y a duras penas, puede hacer algún movimiento, y éste con incomodidad y sobresalto. Siga, pues, en sus útiles tareas, y no sienta estar en la noria, que el trabajo es la legítima del hombre. Y ¿qué hará el laborioso si no trabaja? ¡Pobre del mozo y más pobre del viejo ocioso! Adiós, señor mío; ya ve usted que no le escaseo las noticias del amigo. Yo las continuaré, aunque mal hora no podrán ser muy frecuentes. Entretanto queda de usted de todo corazón Pilerio."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1203";9/2/1804 0:00:00;"Barcelona";"Bellver";;"Valentín García";1804;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg.A.d.2. Según Somoza (Inventario, pág. 103) le escribía «sobre libros»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1204#";17/2/1804 0:00:00;"Barcelona";"Bellver";;"Valentín García";1804;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.d.3. Según Somoza (Inventario, pág. 103) le daba «noticias de Barcelona y Gijón»."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1205";5/3/1804 0:00:00;"Aces (Candamo)";"Bellver";;"Julián Valerio Fernández San Miguel";1804;"Mi venerado dueño y señor: Con razón se admirará V.E. de que yo coja la pluma ahora por primera vez para escribir a V.E., después de tres años de silencio, no teniendo otra excusa mi procedimiento irregular en tan largo discurso de tiempo que el temor de desagradar a V.E. y el presentimiento de que se juzgaría una ligereza; lo que yo hubiera hecho gustoso (a prescindir de estas razones) estimulado solamente de los sentimientos de amor y gratitud que conservo hacia V.E., y que me animarán toda mi vida, por más que en retorno haya de recibir una correspondencia no muy satisfactoria. Ni ahora me atreviera yo tampoco a atropellar estos inconvenientes, si las circunstancias no se hubiesen puesto de acuerdo con mis deseos, y no creyera que el deber me autoriza, en fin, a deponer estos temores. En efecto, hasta ahora hubiera molestado inútilmente la atención de V.E. con la comunicación de mis desgracias, cuyo origen estoy seguro se buscaría en mis extravíos y abandono, aunque yo juzgue que más bien proceden de la adversidad de mi suerte. El doloroso accidente que me separó de mi amado y generoso protector, las causas que influyeron en la dejación de mi empleo de auxiliar de Física, que tan indebidamente obtenía; la triste incertidumbre sobre el destino de V.E. y el mío, en la triste situación en que quedara, y en fin, la indiferencia y poco favor con que me miraba mi familia, produjeron en mi espíritu un aburrimiento que insensiblemente me enervó para todo y me sumergió en el total y funesto abandono de mí mismo. Así corrieron lentamente sobre mi existencia dos años largos, sin que el hábito de padecer, ni el ceñudo semblante de mi suerte, hubiesen podido alterar en mi pecho los dulces sentimientos de amor y reconocimiento que, aunque en silencio, me hacía un placer de conservar a V.E., hasta que ocho meses ha, que por fortuna vine a esta aldea, donde el retiro, la soledad y, por decirlo así, la abstracción de mí mismo, me enseñaron a pensar y a curar mi espíritu de los males que sufría. Contaré siempre estos ocho meses por la época más feliz de mi vida, pues si bien en el discurso de ella la fortuna me ha reído algunas veces, no pocas también he padecido sus rigores, afligiéndome éstos harto más que lisonjeado sus favores, y no conociendo todavía el verdadero y justo precio de unos y otros. Fruto de mis meditaciones es la resolución que he tomado de sacudir la inercia que me dominaba y salir de una vez del estado vergonzoso de apatía en que mi alma cayera. Reflexioné seriamente sobre mi situación y los medios que en la actualidad podrían procurarme su mejora. Y no viendo otro recurso más adaptable que el de partir a Madrid a pretender algún empleo, he resuelto, por fin, ceñirme a este proyecto y aplicar todos mis esfuerzos a realizar su ejecución. Le comuniqué a mis padres, y ya, mirándome con otros ojos y mereciéndoles mi situación mayor ternura que antes me dispensaran, le aprobaron con gusto, ofreciéndose a favorecer mis deseos en todo cuanto sus circunstancias (críticas, a la verdad) se lo permitiesen. Yo no concibo muy ligeras esperanzas de mejorar mucho de fortuna, porque sin medios, sin amigos ni recomendaciones, y lo que es más, sin genio de intrigante y entremetido, creo que en la corte se adelanta muy poco o nada. Empero yo no hallo otro partido que tomar, y estoy bastantemente desengañado para acomodarme a cualquiera cosa que honrada y buenamente pueda obtener. Y he aquí, señor excelentísimo, el motivo que me pone la pluma en la mano, quizá para molestar a V.E. Ocioso y disipado hasta ahora, si bien involuntariamente, me miraba poco acreedor de tomarme la osadía de distraer un solo momento la atención de V.E.; al presente me estimula a ello, además del amor y respeto que me merece mi amado y benéfico protector, el deber y el sincero deseo de ofrecerme de nuevo a su disposición. Mi viaje está resuelto para mediados o fines del próximo mes, teniendo la proporción de ir por este tiempo en compañía de un sujeto establecido en Madrid, que actualmente se halla en el país, y a quien debo la más generosa amistad. Hasta ahora ninguna recomendación he buscado para en la corte, tanto por la repugnancia que me cuesta el molestar a ninguno cuanto porque a ninguno conozco a quien me considere con derecho de importunar. En este supuesto, y en el de que quizá habré de partir sin llevar siquiera algunas cartas que me proporcionen la ocasión de conocer e insinuarme con algunas gentes que pudieran servirme, me tomo la libertad de suplicar a V.E. se digne de hacer en obsequio de la situación en que se halla su en otro tiempo favorecido ahijado, alguna insinuación, si ya no a los amigos de Madrid, con quienes presumo habrá cortado V.E. toda relación, por lo menos a los de aquí, que si quieren me podrán servir de mucho. Si antes de partir tuviese la incomparable satisfacción de ver dos solas letras de mano de V.E., con la seguridad de que aún debo a su generoso patrocinio algún resto de cariño, emprenderé mi carrera con menos inquietud, y esto sólo bastará a suavizar todos los disgustos que sin duda me amenazan. La situación de mi familia es la misma que cuando V.E. la ha dejado, con otras muchas, en la más triste consternación por su sensible partida; mi padre, sintiendo cada día más el agravio que se hace a sus largos servicios y al celo y exactitud con que los ha desempeñado; él y mi madre, con parte de la familia, permanecen en Gijón, y aquí estamos mis hermanas y yo. A Felipe le supongo a estas horas en camino de La Habana, adonde va con el señor Rombaud, y que debían salir ayer. Evaristo y Santos, en la lastimosa decadencia de nuestro Instituto, vendrán probablemente a esta aldea a esperar que nuestras circunstancias mejoren un tanto para que se les pueda dar algún destino. Y pues que sería muy larga y molesta la comunicación de otras noticias, sólo me resta renovar a V.E. el eterno reconocimiento que conservaré a las bondades y al afecto con que me ha honrado en otro tiempo. ¡Pluguiera al cielo que yo pudiese reconocerlas bastantemente algún día y concederme el inapreciable bien de ver satisfechos mis justos deseos y los de todos los hombres de bien, premiando dignamente la inocencia y virtudes de V.E. con una inalterable tranquilidad y una larga y dichosa serie de años! B.l.m. de V.E. su más apasionado y favorecido amigo y servidor Julián Valerio San Miguel."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1208#";27/3/1804 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1804;"Señor Candasín: Mucho gusto tuvo el amigo con ver la de usted y saber de su buen humor. Contentóle por demás el proyecto de la historia de los familiares, en que pudiera haber cosas buenas, pues aunque no todos fueron espíritus, de todos se puede asegurar que no fueron malignos. Bien creo que al nuevo prelado habrán embocado muchos; pero el buen obispo Romilla, que por la cuenta no desmentía su apellido, solía decir que había un buen medio para reducirlos al justo número: pocos bocados y mucha oración: Non ejiciuntur (decía) nisi in oratione et jejunio. Me alegro, como hay viñas, por el Candasín, que bajo tan buena sombra y con tan buen celador no dejará de hacer progresos. Lo que llaman fortuna es lo de menos, porque sobre que no se está de acuerdo ni en el nombre ni en el significado, es cosa de quita y pon, y que va y viene, y no se detiene. Virtud, instrucción, he aquí lo que siempre dura; con estos vestidos, que nunca se gastan, el hombre está seguro de que nunca se verá en cueros. Usted se va a proporcionar, y con esto aseguró a ese niño su fortuna. Por acá no hay cosa que de contar sea, y el tiempo se pasa, como dicen, sin sentir. Mucho se quisiera aprovechar algunos de los momentos para salvar alguna cosa de lo perdido en el naufragio, y aunque se trabaja en ello, hay menos proporción y auxilios que vagar para recogerlo. Si algo saliere, allá lo verá usted por medio del vecino, donde irá a parar, y valga lo que valiere. De las cosas de por allá no hay tampoco que decir sino lástimas. Dieron por fin al huérfano el golpe que le amenazaba desde que perdió su padre. Parece que salvó un miembro; pero a mi ver lo dejan expuesto a perecer. Vaya con Dios, que si él quiere, todo se compondrá, y si no, nada está mal hecho, porque lo que el amo de casa aprueba o permite, no debe ser resistido por los criados. Basta por hoy. Usted cuídese, consérvese, y no olvide a su muy afecto amigo que le quiere de veras, etc. Martes Santo. Apuesto a que hoy habrá nordeste en la procesión de les llágrimes de San Pedro."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1209#";17/3/1804 0:00:00;"Madrid";"Bellver";;"Genaro Fernández Blanco";1804;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. F.b.2. Somoza (Inventario, pág. 114) dice que trataba del «fallecimiento de Méndez de la Vega»."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1210";10/4/1804 0:00:00;"El Ferrol";"Bellver";;"Francisco García González";1804;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. D.c.1. Somoza (Inventario, pág. 111) la resume así: «Desempeña el cargo de Jefe de la compañía de Guardias Marinas. Desea cruzarse en alguna de las Órdenes Militares, y solicita para ello el concurso de Jovellanos. Éxito de los alumnos de Gijón en el examen de pilotaje. Ofrecimientos»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1211#";14/4/1804 0:00:00;;"Bellver";;"Pedro Manuel de Valdés Llanos";1804;"Mi muy querida Antonina: Al mismo tiempo que llegó la del 18 del pasado en que me decías que tenías salud, también tu padre me dio iguales noticias, que  adelantaban dos días más; Dios te la conserve y permita que los nuevos proyectos surtan el buen efecto que tanto y tanto yo apetezco para darte un abrazo. Por lo que te he contado en mis últimas, ya verías el cuadro de las cosas del huerfanín; después acá hubo la novedad de que se pasó orden por Estado al Sr. Colector para que el hospicio pagase luego los 1.000 reales, y esta orden comunicada a Marina se comunicó también a Pepe 2.° ;éste, sin perder tiempo, acudió al capellán del hospicio con toda cortesía para que le diese razón del modo, cuándo y cómo pensaba pagar, pero el capellán le respondió solamente exponiendo atrasos y llorando miserias, sin decir si pagaría o no, y sin [decir] igualmente si había tenido orden, y como nada contestase este hombre, se le repitió segundo oficio para que dijese uno u otro, y respondiese categóricamente, pero ni por eso se explicó, sino diciendo que se remitía a lo que tenía dicho en el oficio 1.°. En vista de esto, se acudió sin perder correo a Marina, representando lo conveniente y haciendo ver la mala fe y trampas del capellán, remitiendo los oficios originales de él y copias de los de Pepe, y todo va andando para que los gatos [los ovetenses] no ganen por la mano con algún enredo. Yo no [lo] dudo, y me parece que de ésta no se escapan sin pagar, porque se conoce que Marina tiene interés ahora más que antes, y Pepe 2. ° (valga la verdad) anda listo, cuida y trabaja. De todo veremos lo que resulta, y veremos también cómo se piensa montar la escuela de N..., de que no dudo, y aunque conozco que es malo y gran lástima que quede cercenado el huérfano, y sin nombre, ¿qué hemos de hacer? Del mal, el menos, que si Dios quiere que las cosas muden puede tener remedio. Avisan que la pensión de T...está corriente, y que S. Emza. no sólo la ofreció pagar, sino también los atrasos, y se trata también por Marina de poner corriente el beneficio de San Andrés de Murcia. Pepe 1. ° anda allá por San Román, y no se acuerda ya de esto; está avisado por Pepe 2. ° y por mí, para que sustituya el poder, y aunque se deseaba fuese en Nepomuceno, creo que no conviene en las presentes circunstancias, y sí en Pepe 2. °. Luego que se verifique la sustitución ya se trabajará, y yo azuzaré para que al picarón del Administrador se le apriete a pagar los 8.000 y más reales que debe, y aun se hará más en lo sucesivo; y en caso necesario, se acudirá, como se previene, a la Audiencia, como caso de corte. Llegó a Madrid el rey don Juan, y escribe a su padre que tiene orden de S. M. de pasar al Escorial al lado del P. Fr. Patricio de la Torre, para tratar del estudio del árabe, y que se le señala el mismo sueldo que tenía señalado cuando estaba allá en Morería [Marruecos]. Se acuerda mucho de quien lo sacó de la nada, y avisa que quien lo favoreció ahora mucho para tener qué comer fue aquel tocayo mío que está en Hacienda. Hace ya dos días, Antonina mía, que estoy en la cama por un dolor grande que tengo en el tobillo de la pierna derecha; dicen que es reuma; lo cierto es que yo no puedo dar un paso. Aquí está tu tocayo, que también me dio noticias de ti, y creo que escriba hoy, según me dijo ayer. Recibe memorias de todos los míos, y manda como puedes a tu muy amiga de corazón, que te quiere de veras Teresa del Rosal."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1212#";21/4/1804 0:00:00;"Gijón";"Bellver";;"Pedro García Argüelles";1804;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. D.e.1. Somoza (Inventario, pág. 111) la extracta así: «Sobre particulares y sucesos de la localidad. Incluye una carta de Juan de Arce y Morís (el rey don Juan), alumno del Instituto, relatando lo que le aconteció en Madrid a su regreso de Tánger. Posdata del profesor Cayón»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1213#";26/4/1804 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1804;"Mi amigo Candasín: Aguda y festiva con sus antenadas, se entró la última de usted por estas tristes puertas, que con su cara de risa se llenaron de dulzura y consuelo. Bien haya, amén, el inventor de las letras, y mal mil veces el que las detiene o las persigue, o mira de mal ojo; pero mal y mucho mal sobre todo el que pretendiere robar a la amistad ausente y acongojada el inocente consuelo que le ofrecen. Usted vio los borrones para el diccionario, y alaba la memoria del que los hizo; debiera más bien dolerse de su flojedad y de su dueño, que después de tanta lectura y vigilia tiene tan poco que ofrecer, y eso poco tan inútil. Bien preciso será que use de indulgencia para mirarlo con lástima y perdonar las inexactitudes y errores que necesariamente habrá en las fechas. Lo mismo digo de lo que irá, aunque menos expuesto a uno y otro, porque se trata en gran parte de cosas recientes, y porque hay más hechos que reflexiones. Aun por eso corrió más la pluma, y se tomó la licencia de decir lo que no era muy del caso; pero sobre el gusto de decirlo, se quiso tener el de dejar algún rastro de cosas que se borran fácilmente de la idea, y que sin ser de interés muy general, merecen conservarse en la memoria de los que más las desestiman. Si hubiese proporción, verá usted más adelante algo más que abrace el objeto entero, y por lo mismo hay menos que esperar. En ello se debe decir algo del dialecto. ¿Y qué se podrá después de usted? Nada. Tal vez me habrá prevenido usted hasta en la idea; pero al fin, lo que abunda no daña, y en esto las notas que usted añada no serán tan ligeras, ni deben. Gran pensamiento el de las etimologías geográficas, que me hizo saltar de contento. Entraba también en la idea, aunque sin memoria ni catálogo de los pueblos haría poco papel en ella. Irá con todo una pequeña lista, por si alguno de sus nombres se hubiere olvidado en la grande de usted. No se corra usted de ser aposentador de esa piadosa familia. No hay oficio que desdiga de la amistad, sino el de hacer mal, o dejar de hacer bien; y aun sin ella no hay alguno que deba desdeñar la beneficencia. Conozco que esas menudencias absorberán mucho tiempo; pero nunca falta al hombre aplicado para sus objetos de inclinación. Sobre todo, no se excuse ni por cupo rodado ni viejo de trabajar en ellos, porque la vida es breve y para llenar útilmente su plaza es menester darse priesa. Después de dar a la perdurable que nos aguarda el tiempo y la atención que con preferencia merece, ¿qué mejor empleo hallaremos de estos tristes y fugaces instantes, que el de aumentar el pequeño depósito de la verdad, cualquiera que sea su objeto? ¿Ni cuál otro, a lo menos, más inocente y dulce? Hay salud, gracias a Dios, y nada que añadir, sino que es siempre y todo de usted Pedro Fernández."
