"Id";"Objeto";"Fecha";"LugarEmision";"LugarRecepcion";"EscribeA";"RecibeDe";"año";"TextoCarta"
1706;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3405#";1/3/1808 0:00:00;"Barcelona";;;"Valentín García";1808;
1707;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3406#";15/3/1808 0:00:00;;;;"Enrique Roger de Caux";1808;
1708;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3407#";22/3/1808 0:00:00;;;;"José Antonio Caballero";1808;
1709;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3559#";22/3/1808 0:00:00;;;;"Juan Agustín Ceán Bermúdez";1808;
1710;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3560#";30/3/1808 0:00:00;;;;"Juan Agustín Ceán Bermúdez";1808;
1711;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3561#";4/4/1808 0:00:00;;;"Bárbara Salas de Veri";;1808;
1712;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3563#";6/4/1808 0:00:00;;;"Bárbara Salas de Veri";;1808;
1713;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3564#";10/4/1808 0:00:00;;;"Tomás de Veri";;1808;
1714;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3565#";10/4/1808 0:00:00;;;"José Antonio Caballero";;1808;
1715;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3566#";11/4/1808 0:00:00;;;"Bárbara Salas de Veri";;1808;
1716;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3567#";14/4/1808 0:00:00;;;"Juan de Escoiquiz";;1808;
1717;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3568#";20/4/1808 0:00:00;;;;"Bernardo de Iriarte";1808;
1718;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3569#";29/4/1808 0:00:00;;;"Mariano Oliveres";;1808;
1719;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3571#";30/4/1808 0:00:00;;;;"Miguel Juan de Padrinas";1808;
1720;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3572#";6/5/1808 0:00:00;;;"Miguel Juan de Padrinas";;1808;
1721;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3573#";20/5/1808 0:00:00;;;"Tomás de Veri";;1808;
1722;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3574#";1/6/1808 0:00:00;;;;"Sebastián Piñuela";1808;
1723;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3575#";2/6/1808 0:00:00;;;"Sebastián Piñuela y Alonso";;1808;
1724;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3576#";7/6/1808 0:00:00;;;"Antonio Dezbrull";;1808;
1725;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3577#";8/6/1808 0:00:00;;;;"Miguel José de Azanza";1808;
1726;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3578#";8/6/1808 0:00:00;;;;"Miguel José de Azanza";1808;
1727;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3579#";10/6/1808 0:00:00;;;;"Gonzalo O'Farril y José de Mazarredo y Salazar";1808;
1728;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3582#";11/6/1808 0:00:00;;;"Gonzalo O'Farril";;1808;
1729;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3583#";11/6/1808 0:00:00;;;"José de Mazarredo y Salazar";;1808;
1730;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3584#";12/6/1808 0:00:00;;;"Miguel José de Azanza";;1808;
1731;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3585#";12/6/1808 0:00:00;;;"Miguel José de Azanza";;1808;
1732;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3586#";15/6/1808 0:00:00;;;;"Gonzalo O'Farril y José de Mazarredo y Salazar";1808;
1733;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3587#";17/6/1808 0:00:00;;;;"Miguel José de Azanza";1808;
1734;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3588#";17/6/1808 0:00:00;;;;"Miguel José de Azanza";1808;
1735;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3589#";21/6/1808 0:00:00;;;;"Gonzalo O'Farril";1808;
1736;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3590#";21/6/1808 0:00:00;;;"José de Mazarredo y Salazar";;1808;
1737;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3591";21/6/1808 0:00:00;;;"Sebastián Piñuela y Alonso";;1808;
1738;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3710#";16/7/1808 0:00:00;;;"José Bonaparte";;1808;
1739;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3711#";29/7/1808 0:00:00;;;;"Francisco Cabarrús";1808;
1740;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3712#";1/8/1808 0:00:00;;;"Francisco Cabarrús";;1808;
1741;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3713#";30/8/1808 0:00:00;;;;"Enrique Roger de Caux";1808;
1742;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3714#";16/8/1808 0:00:00;;;"Lord Holland";;1808;
1743;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3715#";12/9/1808 0:00:00;;;;"Lord Holland";0;
1744;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1114#";3/10/1808 0:00:00;;;;"Francisco Martínez Marina";1808;
1745;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1115#";3/10/1808 0:00:00;;;;"Francisco Martínez Marina";1808;
1746;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1116#";4/10/1808 0:00:00;;;"Francisco Martínez Marina";;1808;
1747;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1117#";7/10/1808 0:00:00;;;"Francisco Martínez Marina";;1808;
1748;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1118#";14/10/1808 0:00:00;;;"Ramón de Valdés Llanos";;1808;
1749;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1119#";2/11/1808 0:00:00;;;"Lord Holland";;1808;
1750;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1120";8/11/1808 0:00:00;;;;"Carlota Joaquina de Borbón";1808;
1751;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1121#";10/11/1808 0:00:00;;;;"Francisco Martínez Marina";1808;
1752;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1122#";13/11/1808 0:00:00;;;"Francisco Martínez Marina";;1808;
1753;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1123#";14/11/1808 0:00:00;;;"Francisco Martínez Marina";;1808;
1754;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1124#";4/12/1808 0:00:00;;;;"Lord Holland";1808;
1755;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1125#";11/12/1808 0:00:00;;;;"Conde de Montijo";1808;
1756;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1127#";20/12/1808 0:00:00;"Montevideo";"Gijón";;"Francisco Antonio de Luaces";1808;
1757;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1128#";28/12/1808 0:00:00;;;"Conde de Ayamans";;1808;
1758;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1610#";7/1/1809 0:00:00;;;"Tomás de Veri";;1809;
1759;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1130#";18/1/1809 0:00:00;;;;"Agustín Argüelles";1809;
1760;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1131#";28/1/1809 0:00:00;;;;"Pedro Montero y Peña";1809;
1761;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1132#";31/1/1809 0:00:00;;;"Tomás de Veri";;1809;
1762;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1133#";31/1/1809 0:00:00;;;;"Enrique de Chauveron";1809;
1763;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1134#";;;;"Lord Holland";;1809;
1764;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1135#";;;;;"Lord Holland";1809;
1765;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1136#";;;;"Lord Holland";;1809;
1766;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1137#";;;;;"Lord Holland";1809;
1767;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1138#";;;;"Conde de Ayamans";;1809;
1768;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1139#";3/2/1809 0:00:00;;;;"Lord Holland";1809;
1769;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1140#";8/2/1809 0:00:00;;;;"Lord Holland";1809;
1770;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1141#";9/2/1809 0:00:00;;;"Lord Holland";;1809;
1771;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1142";14/2/1809 0:00:00;;;"Lord Holland";;1809;
1772;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1143#";15/2/1809 0:00:00;;;"Conde de Ayamans";;1809;
1773;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1144#";18/2/1809 0:00:00;;;"Conde de Ayamans";;1809;
1774;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1145#";18/2/1809 0:00:00;;;"Lord Holland";;1809;
1775;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1146#";24/2/1809 0:00:00;;;"Lord Holland";;1809;
1776;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1147#";24/2/1809 0:00:00;;;;"Lord Holland";1809;
1777;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1149#";28/2/1809 0:00:00;;;"Lord Holland";;1809;
1778;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1149#";2/3/1809 0:00:00;;;"Lord Holland";;1809;
1779;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1150#";2/3/1809 0:00:00;;;"Conde de Ayamans";;1809;
1780;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1151#";3/3/1809 0:00:00;;;"Tomás de Veri";;1809;
1781;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1152#";8/3/1809 0:00:00;;;"Lord Holland";;1809;
1782;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1153#";9/3/1809 0:00:00;;;"Lord Holland";;1809;
1783;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1154#";11/3/1809 0:00:00;;;"Lord Holland";;1809;
1784;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1155";11/3/1809 0:00:00;;;;"Carlos Ricardo Fox";1809;
1785;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1156#";;;;"Tomás de Veri";;1809;
1786;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1157#";16/3/1809 0:00:00;;;"Lord Holland";;1809;
1787;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1158#";18/3/1809 0:00:00;;;"Lord Holland";;1809;
1788;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1159#";18/3/1809 0:00:00;;;"Lord Holland";;1809;
1789;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1160#";19/3/1809 0:00:00;;;;"Conde de Ayamans";1809;
1790;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1161#";20/3/1809 0:00:00;;;"Tomás de Veri";;1809;
1791;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1162#";20/3/1809 0:00:00;;;"Conde de Ayamans";;1809;
1792;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1163#";22/3/1809 0:00:00;;;"Tomás de Veri";;1809;
1793;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1164#";23/3/1809 0:00:00;;;"Lord Holland";;1809;
1794;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1165#";27/3/1809 0:00:00;;;"Conde de Ayamans";;1809;
1795;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1166#";;;;"Lord Holland";;1809;
1796;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1167#";;;;"Tomás de Veri";;1809;
1797;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1168#";;;;"Lord Holland";;1809;
1798;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1169#";;;;"Lord Holland";;1809;
1799;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1170#";;;;;"Lord Holland";1809;
1800;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1171#";;;;"Francisco Antonio de Luaces";;1809;
1801;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1172#";31/3/1809 0:00:00;;;"Lord Holland";;1809;
1802;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1173#";;;;;"Lord Holland";1809;
1803;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1174#";;;;;"Lord Holland";1809;
1804;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1175#";1/4/1809 0:00:00;;;"Lord Holland";;1809;
1805;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1176#";2/4/1809 0:00:00;;;"Lord Holland";;1809;
1807;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1177#";2/4/1809 0:00:00;;;;"Lord Holland";1809;
1808;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1178#";2/4/1809 0:00:00;;;;"Francisco Javier de Cabanes";1809;
1809;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1179#";5/4/1809 0:00:00;;;"Lord Holland";;1809;
1810;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1180#";7/4/1809 0:00:00;;;"Lord Holland";;1809;
1811;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1181#";7/4/1809 0:00:00;;;"Lord Holland";;1809;
1812;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1182";8/4/1809 0:00:00;;;"Lord Holland";;1809;
1813;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1183#";9/4/1809 0:00:00;;;"Lord Holland";;1809;
1814;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1218#";9/4/1809 0:00:00;;;;"Lord Holland";1809;
1815;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1219";9/4/1809 0:00:00;;;;"Lord Holland";1809;
1816;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1220#";10/4/1809 0:00:00;;;"Lord Holland";;1809;
1817;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1221#";10/4/1809 0:00:00;;;"Lord Holland";;1809;
1818;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1222#";10/4/1809 0:00:00;;;;"Lord Holland";1809;
1819;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1223#";11/4/1809 0:00:00;;;"Lord Holland";;1809;
1820;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1224#";11/4/1809 0:00:00;;;"Lord Holland";;1809;
1821;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1226#";12/4/1809 0:00:00;;;;"Lord Holland";1809;
1822;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1227#";12/4/1809 0:00:00;;;"Conde de Ayamans";;1809;
1823;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1228#";12/4/1809 0:00:00;;;;"Horacio Sebastiani";1809;
1824;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1229#";13/4/1809 0:00:00;;;"Lord Holland";;1809;
1825;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1230#";14/4/1809 0:00:00;;;;"Lord Holland";1809;
1826;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1231";15/4/1809 0:00:00;;;"Lord Holland";;1809;
1827;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1232#";16/4/1809 0:00:00;;;"Lord Holland";;1809;
1828;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1233#";;;;;"Lord Holland";1809;
1829;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1234#";17/4/1809 0:00:00;;;"Lord Holland";;1809;
1830;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1235#";17/4/1809 0:00:00;;;;"Lord Holland";1809;
1831;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1236#";19/4/1809 0:00:00;;;"Lord Holland";;1809;
1832;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1237#";20/4/1809 0:00:00;;;"Lord Holland";;1809;
1833;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1238";24/4/1809 0:00:00;;;"Horacio Sebastiani";;1809;
1834;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1239#";24/4/1809 0:00:00;;;"Carlota Joaquina de Borbón";;1809;
1835;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1240#";25/4/1809 0:00:00;;;"Conde de Ayamans";;1809;
1836;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1241#";27/4/1809 0:00:00;;;;"Joaquín Antonio Sánchez";1809;
1837;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1242#";27/4/1809 0:00:00;;;"Victoriano García-Sala Valdés-Llanos";;1809;
1838;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1243#";;;;"Jeremías Bentham";;1809;
1839;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1244";;;;"Lord Holland";;1809;
1840;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1245";;;;"Baltasar González de Cienfuegos";;1809;
1841;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1246#";1/5/1809 0:00:00;;;"Joaquín Blake";;1809;
1842;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1247#";5/5/1809 0:00:00;;;;"Lord Holland";1809;
1843;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1248#";12/5/1809 0:00:00;;;"Lord Holland";;1809;
1844;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1249#";13/5/1809 0:00:00;;;"Lord Holland";;1809;
1845;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1250#";15/5/1809 0:00:00;;;"Lord Holland";;1809;
1846;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1251#";15/5/1809 0:00:00;;;;"Lord Holland";1809;
1847;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1252#";16/5/1809 0:00:00;;;"Lord Holland";;1809;
1848;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1253#";16/5/1809 0:00:00;;;;"Lord Holland";1809;
1849;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1254#";17/5/1809 0:00:00;;;"Lord Holland";;1809;
1850;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1255#";17/5/1809 0:00:00;;;;"Lord Holland";1809;
1851;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1256#";18/5/1809 0:00:00;;;"Lord Holland";;1809;
1852;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1257#";18/5/1809 0:00:00;;;;"Pedro Manuel de Valdés Llanos";1809;
1853;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1258#";19/5/1809 0:00:00;;;"Lord Holland";;1809;
1854;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1259";19/5/1809 0:00:00;;;;"Lord Holland";1809;
1855;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1260#";20/5/1809 0:00:00;;;"Lord Holland";;1809;
1856;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1261";20/5/1809 0:00:00;;;;"Lord Holland";1809;
1857;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1262#";20/5/1809 0:00:00;;;"Conde de Ayamans";;1809;
1858;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1263#";21/5/1809 0:00:00;;;"Lord Holland";;1809;
1859;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1264#";21/5/1809 0:00:00;;;;"Lord Holland";1809;
1860;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1265#";22/5/1809 0:00:00;;;"Lord Holland";;1809;
1861;"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1266";22/5/1809 0:00:00;;;;"Lord Holland";1809;
1862;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1267#";23/5/1809 0:00:00;;;"Lord Holland";;1809;
1863;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1268#";23/5/1809 0:00:00;;;;"Lord Holland";1809;
1864;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1269#";24/5/1809 0:00:00;;;"Lord Holland";;1809;
1865;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1270#";24/5/1809 0:00:00;;;;"Lord Holland";1809;
1866;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1271#";26/5/1809 0:00:00;;;"Lord Holland";;1809;
1867;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1272#";26/5/1809 0:00:00;;;;"Lord Holland";1809;
1868;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1273#";27/5/1809 0:00:00;;;"Lord Holland";;1809;
1869;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1274#";27/5/1809 0:00:00;;;;"Lord Holland";1809;
1870;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1275#";28/5/1809 0:00:00;;;"Lord Holland";;1809;
1871;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1276#";28/5/1809 0:00:00;;;;"Lord Holland";1809;
1872;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1277#";29/5/1809 0:00:00;;;"Lord Holland";;1809;
1873;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1278#";29/5/1809 0:00:00;;;;"Lord Holland";1809;
1874;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1279#";30/5/1809 0:00:00;;;"Lord Holland";;1809;
1875;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1280#";30/5/1809 0:00:00;;;;"Lord Holland";1809;
1876;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1281#";31/5/1809 0:00:00;;;"Lord Holland";;1809;
1877;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1282#";31/5/1809 0:00:00;;;;"Lord Holland";1809;
1878;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1283#";1/6/1809 0:00:00;;;"Lord Holland";;1809;
1879;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1284#";2/6/1809 0:00:00;;;"Lord Holland";;1809;
