Objeto;Fecha;Lugaremisión;Lugarrecepción;Escribea;Recibede;año;Textodelacarta
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2623#;30/11/1798 0:00:00;Gijón;Montevideo;José de Luaces;;1798;"Mi estimado paisano: Ya que estoy otra vez restituido a Gijón y recobrado enteramente de mi salud, expuesta a tan inminente riesgo en mi breve y angustioso ministerio, y que la muerte de mi buen hermano ha echado sobre mí el cuidado de mi casa y el de este nuevo establecimiento, que a costa de tantos desvelos hemos fundado y adelantado aquí, quiero aprovechar una buena ocasión que se viene a la mano para poner a usted dos letras, y es la de que el paisano don Francisco Pla parte a La Coruña para mandar una embarcación que debe salir de aquél para ese puerto. Antes de mi partida a la corte fueron remitidos a usted y al señor Valdepares una partida de ejemplares de la Noticia de este Real Instituto, con otros papeles relativos a él, a fin de que dándolos a conocer a los paisanos de ese reino, procurasen excitar su celo y generosidad en favor de un establecimiento tan útil e importante. Mi ausencia y mis males me han hecho perder de vista este objeto, y mucho más la muerte de mi hermano. Mas ahora que vuelvo a él a ocuparme con más calor en su perfección deseo tener noticias del efecto de esta santa cuesta, y pido a usted y al señor Valdepares que se sirvan dármela. También se ha remitido a usted una partida de cédulas para la rifa de la casa del difunto abad de Santa Doradía, las cuales no sé si han llegado a su poder, o si acaso se ha perdido la embarcación procedente de Santander que las llevaba. Mas si por fortuna hubieren llegado a sus manos, espero que se sirva avisarme el estado de este negocio. Según el que aquí va tomando, tengo poca esperanza de que se complete esta rifa, porque, aunque al principio se han repartido muchísimas cédulas, así aquí como en La Habana, después se han enfriado las gentes y son ya muy pocas las que se venden. Así que por no defraudar al público trato de recoger las cédulas que se han enviado en comisión y no se han vendido, y rifar después todo el dinero que se haya recogido. Por tanto, en caso que hayan llegado allá las cédulas ya dichas, espero que usted se sirva devolverme: primero, las cédulas que no se hayan despachado; segundo, las listas de las que se hayan vendido con sus números y los nombres de los compradores, y tercero, el dinero que hayan producido. Esto es cuanto por ahora ocurre. La nueva casa del Instituto está ya fuera de cimientos, y será un edificio que ennoblecerá el pueblo por su belleza y capacidad. Vamos a empezar al enero próximo la enseñanza de física experimental, y en todo lo demás se hacen tan rápidos progresos, que la opinión de nuestro Instituto crece y vuela por todas partes. Prediquen ustedes, pues, a nuestros paisanos para que le socorran según sus facultades, y viendo usted en qué puedo yo servirle, disponga de las mías y mándeme como a su muy afecto paisano que besa su mano Jovellanos. P.D. Hay mucho que hacer y poco tiempo para escribir, y por lo mismo deseo que sirva ésta para nuestro Valdepares, a quien usted se servirá comunicarla."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2624#;30/11/1798 0:00:00;Gijón;Lima;Coronel José Robledo;;1798;"Muy señor mío y de mi mayor estimación: En medio de los males de mi breve ministerio, y del riesgo de mi vida a que me condujeron, tuve el gusto de leer la honrosa y discreta carta de usía, fecha en Lima el 20 de abril del año pasado. Los mismos males y continuo afán de los negocios, la muerte de mi buen hermano, mi separación del ministerio y mis viajes a Trillo y a Gijón, no me han permitido corresponder al favor de usía con la prontitud a que era acreedor. Mas ahora que, restituido a mi casa, gozo otra vez de lleno del suspirado sosiego que había perdido fuera de ella, voy a desempeñar esta gustosa obligación. Y ante todas cosas diré a usía que, aunque he recibido con muy sincero reconocimiento la oferta de los mil pesos con que usía se ha dignado socorrer al Real Instituto, es mayor aún el que me merece su generosa franqueza, que hace a usía tanto honor como es conforme a mi genio. Y suponiendo por lo mismo que usía no mirará con desdén la mía, me permitirá que le haga algunas observaciones sobre sus reparos, y le dé luego una idea más cabal de los objetos de este nuevo establecimiento. Estamos de acuerdo en que las teorías por sí solas de nada sirven para la mayor parte de las artes prácticas, y soy el primero a conocer que los meros teóricos son una especie de charlatanes, que con la misteriosa farándula de sus nomenclaturas y operaciones, suelen dañar al gobierno, prometiendo lo que no pueden cumplir por falta de experiencia. Mas no por eso condenaré yo el estudio de estas teorías, ni me arrojaré a decir que son inútiles. Diré, sí, que por su medio se puede perfeccionar y adelantar la práctica, y que si el que las posee se somete dócilmente a perfeccionarlas con la práctica misma, sus progresos serán más breves y rápidos. Diré que esta práctica no se puede estudiar, y menos ejercitar en un país como el nuestro, donde no sólo no se tiene idea de ella, mas ni tampoco de la figura y accidentes de los minerales y de sus varios aspectos, de sus matrices, de su residencia en la mina, de la dirección de sus filones, ni, en fin, del modo de catar, abrir, seguir, asegurar, aprovechar y beneficiar una mina. Sin duda que para lograr este conocimiento ningún país ofrece tantas proporciones como la América. Y si usía quisiese que se le envíe alguno de los alumnos más aprovechados, para que se perfeccione bajo su sabia dirección, cuente desde luego con él. Pero entretanto, ¿por qué no los enviaremos a los países extranjeros, donde están en beneficio tantas minas de metales, semimetales y otras sustancias fósiles, como hierro, cobre, plomo, estaño, antimonio, y sobre todo carbón de piedra, de cuyos objetos necesitamos no menos que de plata, y que al fin pueden enriquecernos más que ella? Sí, señor, a las minas de carbón llamaron los ingleses sus Indias negras. Este carbón fósil es el único combustible que emplean en sus hogares, chimeneas, fraguas, hornos, y en fin, en todos los usos que requieren fuego. El país de minas está cruzado de excelentes caminos y canales que dan a su tráfico interior una actividad prodigiosa. En este tráfico emplean una marina carbonera, y en ella una inmensa marinería, y con uno y otro hacen un riquísimo comercio de retorno, al mismo tiempo que ahorran sus maderas, y conservándolas en abundancia y baratura, las hacen servir a su construcción naval y civil y a tantas artes útiles como se ocupan en esta producción. Piense usía un momento en esto y figúrese que un día puede lograr este bien el país en que nació. Nuestras minas son tan abundantes, nuestros carbones tan excelentes como los ingleses. Todo el mundo pide estos carbones, y todo el mundo los tiene a precios más cómodos que Inglaterra. ¿Qué falta, pues, sino que la nación conozca y aproveche el bien que tan a manos llenas le ha dado la Providencia? Por lo demás, la enseñanza del Instituto ofrece utilidades que la penetración de usía no desconocerá. Las matemáticas puras y mixtas, la física, la náutica, las humanidades, las lenguas cultas, el dibujo, ¿serán acaso inútiles a sus ojos? No lo creo. Vamos, pues, a su estado. Van a concluir el segundo curso de matemáticas y el segundo de náutica con jóvenes sobresalientes; va a empezar el primero de humanidades y el primero de física. Los alumnos pasan de setenta, y la opinión pública canoniza ya los progresos de esta escuela. La nueva casa que se construye para ella por planos de nuestro paisano don Juan de Villanueva, primer arquitecto de su majestad, está ya fuera de cimientos, y será un edificio, si no magnífico, por lo menos cómodo y bello. Contamos para él con decentes fondos y socorros dados ya aquí por su majestad, por el serenísimo señor príncipe de Asturias y por varios paisanos, y ofrecidos en la América; pero no esconderé a usía que los que necesitamos para acabar la casa, mueblarla, completar la biblioteca, el laboratorio químico y el gabinete mineralógico, forman en el día mi primer cuidado. Tenga usía, pues, la bondad de promover esta honrada cuesta, inspirando su generosidad a nuestros paisanos, contando siempre con mi sincero reconocimiento y con el íntimo aprecio que hago de su mérito para mandarme cuanto quiera, mientras ruego a nuestro Señor guarde su vida muchos años. Jovellanos."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2625#;8/12/1798 0:00:00;Gijón;Madrid;José Antonio Caballero;;1798;Excelentísimo señor: Quedo enterado y pronto a cumplir la Real Orden que V.E. me comunica con fecha del 28 del pasado, acerca de que la cobranza de los réditos que pertenecen a las parcialidades de Indias por las acciones que tienen en el Banco Nacional de San Carlos y Compañía de Filipinas, corren en adelante por la Secretaría del cargo de V.E., cesando yo en este encargo como apoderado de las mismas parcialidades, y don Joaquín Cifuentes como mi sustituto. Nuestro Señor guarde a V.E. muchos años.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2626#;8/12/1798 0:00:00;Gijón;Madrid;Juan Agustín Ceán  Bermúdez;;1798;Incluyo a usted la adjunta copia de la Real Orden que con fecha de 28 del pasado me ha comunicado el Excelentísimo señor don José Antonio Caballero, a fin de que la cumpla por su parte, como yo haré por la mía, según contesto con esta fecha. Nuestro Señor guarde a usted muchos años, etc.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2627#;8/12/1798 0:00:00;Gijón;;Pedro Inguanzo y Rivero;;1798;Muy señor mío y de mi mayor estimación: Aunque no estoy todavía desembarazado de los quehaceres que la testamentaría de mi buen hermano, el cuidado del Real Instituto y mi nuevo establecimiento de casa me presentaron a mi vuelta de Madrid, reconozco la obligación de concurrir al examen de los negocios de nuestra pupila, y su estado, y estoy pronto a desempeñarla en cualquiera día que usted y el señor párroco de esta villa determinaren. Y pues que este examen debe hacerse aquí, tengo con este motivo el honor de ofrecerle mi casa, para que pueda venir a hospedarse en ella cuando gustare y concurrir con menor molestia a las diligencias que el asunto pudiese requerir. Zanjado que sea este negocio, satisfaré plenamente y de buena fe a las injustas quejas de la larga carta de usted de 30 del pasado, que recibí el 4 del corriente a mediodía, y haré acaso algo más. Entretanto queda de usted como siempre su más atento seguro servidor q. s. m. b. J. Ll.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2628#;12/12/1798 0:00:00;Gijón;La Habana;Santiago González Arango;;1798;"Mi estimado amigo y señor: He hallado a mi vuelta muy adelantada la obra de la nueva casa y del Instituto, pero también consumido en ellas mucho dinero, y conociendo que los males y muerte de mi hermano, junto con mi ausencia, hicieron alguna falta para la mejor economía. Es, pues, necesario que los paisanos de América se animen a ayudarnos, a cuyo fin espero ver el efecto que han producido las exhortaciones de usted y el señor Cabo, nuestro favorecedor, y la distribución de las Noticias hecha por su mano, puesto que los de Lima empiezan a explicarse muy favorable y generosamente. Por lo mismo, y para suplir la falta de los ejemplares que se han perdido en los correos de La Coruña, aprovecharé la ocasión de enviar 28 ejemplares a los paisanos Quintana y Pedrosa, de Caracas, en la fragata de este puerto llamada La Amistad, que al primer tiempo dará la vela para La Guaira; y asimismo enviaremos otra porción a manos de ustedes en la primera ocasión que ocurriese. Habiendo examinado el estado de nuestra rifa, hallo que hay poca esperanza de completar la venta de sus cédulas, aun cuando nos resolviésemos a esperar tres o cuatro años; y como por otra parte el precio de la casa esté destinado para la nueva obra del Instituto, donde se han de construir también las piezas necesarias para la escuela de primeras letras, se hace preciso salir de este embarazo. Por consiguiente, hemos resuelto rifar el dinero que ha producido hasta aquí la venta de cédulas, o que produjere hasta que se cierre enteramente, lo que será luego que venga la contestación de usted. Por tanto le ruego que, luego que reciba ésta, forme lista de las cédulas que hubiere vendido desde la última remesa, con los nombres y números de los compradores, la cual nos devolverá junto con las cédulas en blanco no despachadas, y si ser pudiere, con el dinero de las vendidas. Siempre es de usted muy afecto Jovellanos."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2629#;12/12/1798 0:00:00;Gijón;México;Marqués de Santa Cruz de Inguanzo;;1798;"Muy señor mío: Hallándome ya restituido a mi casa y al cuidado de los encargos que de tan mala gana dejé un año ha, y habiendo muerto en este intermedio mi buen hermano, no puedo dejar de volver la atención a los intereses del país, y particularmente a los que S. M. me tiene encargados, y entre ellos al que es actualmente más digno de mi cuidado por el influjo que puede tener en la educación de nuestra juventud, cual es el Real Instituto Asturiano. Según las noticias que tenemos de nuestros encargados en La Habana, temo que no hayan podido pasar a mano de V.S. todos los papeles y encargos que mi hermano y yo le dirigíamos por aquella vía, a causa de haberse perdido algunos en los correos marítimos tomados por los ingleses; pero confío que se hayan enviado algunos pocos, y que el favor y la eficacia de V.S. habrá suplido la falta de ellos con sus exhortaciones a los paisanos, como yo le suplico de nuevo. Acaso convendrá para eso reimprimir algunos ejemplares de la suscripción, acompañándolos de una exhortación de V.S. como nuestro encargado, lo que yo dejo a su buen arbitrio, bien seguro que no olvidará este encargo. El objeto lo merece sin duda y lo necesita, porque al paso que vamos prosperando los estudios, crecen los objetos del gasto. La obra de la nueva casa está ya fuera de cimientos, y en ella se trabaja con actividad; pero la enorme carestía que han tomado en España los materiales y jornales hace subir el costo de esta obra sobre nuestros primeros cálculos. S. M. ha concedido para ella doscientos mil reales con la obligación de colocar en uno de sus pisos el nuevo consulado que debe establecerse aquí, y con otro tanto contamos de seguro por los fondos recogidos en España. Tenemos ya algunas buenas ofertas de Lima y Habana, y esperamos que si los paisanos de ese reino se animan a ayudarnos, podremos salir bien de esta empresa y de los demás objetos que requiere la enseñanza de ciencias naturales a que vamos a dar principio."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2630#;12/12/1798 0:00:00;Gijón;;Pedro Inguanzo y Rivero;;1798;"Muy señor mío y de mi mayor estimación: En respuesta a la atenta carta de usted del 10 debo decirle que, aunque siento que no hagamos los tres tutores la diligencia de examen de los negocios de nuestra pupila y su presente estado, vista la honrosa confianza con que usted me distingue en su carta, me aplicaré con el mayor esmero a formar de él una descripción exacta, para dirigirla a sus manos, esperando siempre que usted tendrá la bondad de verificarla por sí mismo cuando bien le pareciere, y asegurándose de que yo, así como hasta aquí, procederé siempre de acuerdo con el párroco de esta villa, nuestro contutor. Entretanto sepa usted que, según nos avisan de ésa [Oviedo], está ya vendida la plata del señor Pola, cuyo importe hasta la concurrente cantidad de su deuda nos ofrecen entregar inmediatamente, y de cuyo reintegro avisaremos puntualmente; que sin su noticia y acuerdo no se dispondrá de otra alguna cantidad fuera de la que importare el gasto ordinario de la niña, como es muy justo; que los fondos que le pertenecen se colocarán con acuerdo de usted en el paraje de esta villa que de común acuerdo se estimare más seguro y a la disposición de los tres tutores; que desde luego y con preferencia se reconocerá el estado de la fundación de la misa en Sebarga, de que daremos razón a usted y especial poder para que corra con estas diligencias hasta su conclusión; y en fin, que así para esto como para todo lo demás que pudiere conducir a usted para su gobierno, se hará sacar copia auténtica del testamento de la madre de nuestra pupila y se remitirá a sus manos. Por lo demás que toca a la testamentaría de mi hermano, añadiré por superabundancia que, viviendo sus solos herederos, su viuda y yo, ninguna justicia ha debido intervenir ni intervino en ella, y que, aunque se hizo exacto inventario de sus bienes, fue puramente confidencial por la misma viuda y los señores testamentarios, a quienes yo di mis veces desde Madrid, y que en él no se han mezclado en manera alguna los fondos e intereses de nuestra pupila. Si en otros puntos quisiere usted mayor satisfacción, la daré a la vista cuanto en mí estuviere, adelantando ésta que exigen rigorosamente la justicia y la buena armonía en favor de usted, a quien reitero llanamente y de buena fe la oferta de mi casa para cuando quisiere venir aquí, y el sincero deseo de complacerle, con que soy su más afecto seguro servidor q. s. m. b. J. LI."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2631#;14/12/1798 0:00:00;Gijón;Madrid;Juan de Lángara y Huarte;;1798;Excelentísimo señor: Por Real Orden de...se dignó S.M. conceder para el nuevo edificio del Real Instituto Asturiano una consignación de sesenta mil reales vellón sobre la dotación del río Nalón, pagaderos en un año y a razón de cinco mil reales cada mes. Con este auxilio y los demás fondos de que di cuenta a V.E. en representación de... se dio principio a la obra con arreglo a los planos que hizo para ella el primer arquitecto de S.M. don Juan de Villanueva, y se continuaron los trabajos con la mayor actividad. A mi llegada aquí, vuelta mi atención a este objeto, hallé que todo el edificio estaba ya fuera de cimientos, y construida una parte de su zócalo con buena dirección y la necesaria economía. Pero hallé también que el repentino aumento de precios en materiales y jornales hará que, a pesar de la estrechísima economía que he establecido en esta obra, supercrezca mucho su costo al cálculo formado y a los fondos adquiridos para su ejecución. En consecuencia, no puedo dejar de representar a V.E. la necesidad de que se continúe a esta obra la consignación de cinco mil reales cada mes sobre los fondos del río Nalón, por todo el tiempo que durare, o por el que fuere del Real agrado. Nada perderá en esto aquella empresa, cuyas obras sobrantes en fondos y actualmente suspensas gozan de más de ciento treinta mil reales de mesada, y podrán por consiguiente pagar esta ligera consignación sin el menor perjuicio. Por esto, por la importancia de la obra, y por su misma analogía con el objeto de aquella empresa (pues que el Instituto se ha erigido para criar buenos mineros y buenos pilotos), parece que es muy acreedor a este socorro y que se le puede dispensar sin perjuicio alguno. Espero de la benigna protección con que V.E. fomenta este establecimiento que, haciéndolo todo presente a S.M., se dignará inclinar su Real ánimo a la dispensación de esta gracia.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2632#;14/12/1798 0:00:00;Gijón;Madrid;Juan de Villanueva;;1798;"Mi estimado paisano, amigo y señor: Después de tantas andanzas me tiene usted ya en mi antiguo retiro, descansado, bueno y muy contento de estar en él. Recobrando mis antiguos cuidados, ocupa entre ellos mi primera atención el edificio del Real Instituto, cuyos planos he debido a la amistosa generosidad de usted. La obra, empezada en junio, se ha llevado con tanta actividad, que está ya toda fuera de cimientos, y aun puestas algunas hiladas del zócalo; pero en esta parte se ha gastado mucho, porque a mi ver el deseo de su mayor seguridad y la timidez natural de unos facultativos poco expertos ha hecho dar a los cimientos más profundidad y espesor de lo necesario. Con esto y con el enorme aumento de precios que se ha experimentado repentinamente en materiales y jornales, pues que ningún peón baja de cuatro reales, ningún mampostero de cinco a cinco y medio, ningún labrante de seis a siete, y que la cal, la piedra, la madera han subido a proporción, tengo gran miedo de que me falten fondos para concluir esta bella y necesaria obra. Baste decir a usted que acabo de pagar a cuarenta y dos reales la carrada de teja, que yo mismo compré en el año pasado a veinte y tres. Pensando, pues, en nuevos arbitrios para salir de este apuro, he hallado uno que me parece muy justo. S. M. había señalado para esta obra un socorro de sesenta mil reales por una vez, consignados sobre los fondos de la empresa del río Nalón, y pagaderos en mesadas de a cinco mil, que se nos acaban con este mes y año: Yo pido la continuación de estas mesadas por todo el tiempo que durare la obra o por el que fuere del agrado de S.M., y sobre ello represento con esta fecha al señor Lángara. ¿Querría usted tener la bondad de decir una palabra a S.E. en apoyo de esta súplica? Ella es justísima. Las obras del Nalón están sobrantes, y se hallan suspensas; su consignación pasa de ciento treinta mil reales cada mes. ¿Qué perjuicio, pues, le podrá causar el ligero desfalco de las mesadas que pedimos? Y prescindo, si se puede, de la temeridad y absoluta inutilidad de aquellas obras. No es mi ánimo sacar a usted a pretendiente ni alejarle de su carácter filosófico. Si le incomodare mucho o poco dar este paso, omítale; pero si no, haga este bien a su país y a la nación, que de seguro interesa mucho en un establecimiento que cada día hace mayores progresos en la enseñanza de las ciencias útiles. Sobre todo, lo que más deseo es que usted crea que en este retiro conservo el más vivo reconocimiento al favor y amistad con que usted me honró en ese país, y que en fe de él puede mandarme como a su más afecto paisano, amigo y servidor q. s. m. b."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2633#;16/12/1798 0:00:00;Coaña;Gijón;;Pedro Canel Acevedo;1798;"Excmo. señor: Aunque por muchos respectos debía ser el primero en cumplimentar su feliz arribo a nuestro país, no soy con todo el segundo en el afecto que profeso a las heroicas virtudes intelectuales y morales de V.E. Ahora más que nunca debe V.E. ser apreciabilísimo, porque de más cerca podremos sentir sus poderosos influjos. Muevan unos los Gabinetes, creyendo hacerse memorables por las intrigas y el favor. Sujeten otros los imperios y las monarquías a fuerza de armas. Penetren otros los desiertos y los bosques para hacerse inmortales. Hagan todos en fin por vincular su nombre, acaso no mayor del sendero que hace una hormiga sobre un montón de arena. ¿Por ventura serán tan útiles éstos a la patria como el que la ilustra, la enseña, la saca de sus errores y la conduce a su verdadera felicidad? Tal ha sido hasta ahora V.E. y lo será sin duda en adelante. No soy adulador, y tengo formado (sic) una vehemente sátira sobre este vicio; pero si V.E. oyese, como yo de boca, un analista francés harto célebre, creería sin duda que la opinión pública de V.E. era superior a la de los mayores hombres de la Europa. Yo, metido entre los grupos de unas ásperas montañas, estudiando en paz la naturaleza, sin embargo de los negocios domésticos que me rodean de continuo; yo mismo, señor, me complazco en aquellas luces relativas a sus heroicas virtudes, que llegan ya en estado de remisión a mi presencia. Al que me dice que V.E. se halla restituido a Gijón le pregunto sobre su salud, ejercicios, diversiones, recreación de espíritu, con otras cosas a este modo, y tal vez llego a expresarle aquella grande fruición que tendría si se dignase recorrer la última parte de un país que no le es ingrato, dejándose recibir con entrañable afecto en la casa, bastante reducida, de un sencillo particular. Al que me refiere su gran carácter, sus virtudes heroicas, su eminente literatura, las sabias instrucciones políticas y morales del gran mundo, y otras prendas recomendables de V.E., suspendo mis funciones por algún tiempo, al modo que los oyentes, cuando el restaurador del Lacio contaba sus desventuras a la infeliz Elisa; y por último llego a decir: «Si el hijo de Toxaris ha dejado la antigua patria de los scitas por ver los monumentos de la Grecia, cuya libertad ha visto perecer a su presencia misma, con más razón debiera de viajarse por ver un sabio que instruye, que enseña los monumentos de su propia grandeza, que eleva los espíritus, y a quien puede acomodarse la expresión del hijo de Sirac, cuando en boca de una reina del Oriente dijo de otro sabio: Felices los domésticos de un hombre a quien las letras hicieron superior a todas las edades y los siglos». Pero, en fin, no me entristezco. La alegría está dentro de nosotros mismos. La felicidad o la infelicidad de los hombres es más obra de la imaginación que de la realidad. Ella está en razón inversa de las penas y puede reducir en un solo punto a duros espartanos el pueblo más afeminado de sibaritas. Yo me alegraré siempre de sus felicidades. Yo desearé en todo tiempo el lleno de placeres [de] que es susceptible su gran alma. Sírvase V.E. el admitir las más sencillas expresiones que un adherido puede respirar desde el fondo de su corazón. El no granjea voluntad alguna por inteligencia, y sólo desea tener el honor de saber que V.E. puede comunicarle las órdenes de su mayor agrado. Dios nuestro Señor guarde la muy ínclita y excelsa persona de V.E. muchos años. De V.E. su más afectísimo s. q. s. m. b. Pedro Canel Acevedo."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2634#;25/12/1798 0:00:00;Gijón;Gijón;Francisco García González;;1798;Paso a usted las adjuntas cuentas originales de don Joaquín Méndez de Vigo y don José Rodríguez Argüelles, para que con su presencia y la de las anteriores se proceda a verificar la cuenta general del Real Instituto y el balance de sus fondos relativos al presente año. Nuestro Señor guarde a usted muchos años.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2636#;9/2/1799 0:00:00;Gijón;Gijón;Francisco García González;;1799;"Devuelvo a usted original y resuelto el expediente que usted me dirigió con su oficio de ayer, para que usted haga saber la resolución tomada en él a los profesores del Real Instituto y a los interesados. Pero separada y reservadamente llamará usted a don Manuel Álvarez, y a presencia del profesor de matemáticas le hará entender que la extraordinaria conmiseración con que se le trata, reintegrándole en un empleo que tan ligeramente había abandonado, debe obligarle a redoblar su aplicación y su celo por el bien de la enseñanza, para acreditar así al Real Instituto, a quien debió su educación y su crédito, más amor del que supone su conducta del presente año, etc. Copia del decreto. Usando de piedad con don Manuel Álvarez, en consideración a sus pocos años y a su anterior buen desempeño, se le reintegra en la auxiliatura de matemáticas del Real Instituto, de que hizo dimisión, con tal de que no entre en ejercicio de ella hasta que hayan sido examinados los alumnos de la clase de aritmética; de que hasta entonces no se le acuda con el sueldo asignado a este empleo, el cual entretanto se abonará íntegramente al licenciado Díaz, y de lo demás acordado."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2637#;16/2/1799 0:00:00;Gijón;;José Ventura Salcedo;;1799;Muy señor mío: Pues que supongo a usted enterado así de la muerte de mi buen hermano como de mi retiro a esta villa, paso a decirle que, habiendo heredado mi casa, deseo continuar los trabajos de la ferrería que le pertenece, y empezarlos a la entrada del invierno próximo. A este fin espero que usted me haga el favor de continuar en el encargo de proveerme de venas, y que desde luego haga el acopio y envío de seiscientos quintales, que con trescientos que tenemos aquí servirán para hacer mi primera labranza por vía de ensayo, pues que necesito tener más conocimiento de la materia para arrojarme a hacer mayores labranzas. Espero del buen afecto que usted manifestó siempre a mi hermano, y del que yo mismo he experimentado en nuestras rápidas entrevistas, que usted tendrá la bondad de continuar en este encargo, a lo que yo quedaré sumamente reconocido, etc.
http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2638;16/2/1799 0:00:00;Gijón;Salamanca;Pedro Sánchez;;1799;Muy señor mío: Quedo sumamente contento con la favorecida de usted del 9, en que me dice que está pronto a venir a encargarse de esta obra, y que escribe acerca de ello al señor conde del Carpio. Este señor me contesta dudando si la licencia que usted desea es absoluta o por temporada, y con esta fecha le contesto que de cualquiera de los dos modos me convendrá, y que si no pudiese ser la licencia absoluta, me contentaré con que sea por el tiempo necesario al arreglo del corte de sillares y de las bóvedas de panderete, que aquí no se saben hacer bien. Sólo siento que usted haya pedido la licencia para restablecer su salud, porque íbamos de buena fe y no había necesidad de tomar este pretexto, bien que creo que no nos sirva de detención. Si usted resolviere venir, podrá ajustar su viaje con Juan Marcos, que viene aquí con bastante frecuencia. Yo deseo que sea cuanto antes, y etc.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2639#;16/2/1799 0:00:00;Gijón;Oviedo;Juan de Llano Ponte;;1799;"Mi más estimado amigo y señor: Verá usted por la que escribimos de oficio que vamos adelante con nuestra obra de cementerio provisional. La villa ofrece costearle, y con esto salimos de la primera dificultad. No la hay en la situación, porque está inmediato a la parroquia, en sitio ventilado y distante de las casas de los vecinos; sólo resta, pues, vencer la preocupación general, y más aún la que ha fomentado la misma Real Cédula por falta de explicación, pues siendo el intento reservar el derecho de sepultura en la iglesia a los patronos edificadores que la hubiesen elegido, puso una o en lugar de una e, que hace más extensiva la excepción. Sobre esto veremos cómo con maña y prudencia se puede ir adelante en la empresa, a lo cual no dejará de ayudarnos toda la gente sensata. Más dificultades ofrece el establecimiento de un cementerio permanente, ya por parte del lugar, ya por la del costo. En cuanto a lo primero, no faltan en las salidas de la villa, pero me parece muy duro hacer salir de ella al clero para las frecuentes [in]humaciones que ocurren; además que para este caso se necesita construir una capilla, que por humilde que sea no puede costar poco, si ya no be aprovechase la de Begoña, poniéndole a su espalda. El recinto de la iglesia es muy reducido, y aunque yo no me detendré en ceder una parte de mi prado para extenderle y franquear un nuevo paso a Santa Catalina, temo que el fondo de aquel sitio sea de peña y poco a propósito. En cuanto a fondos, pudiendo poco la villa, sólo contamos con el producto de una suscripción, con la esperanza de que pueda cubrir el objeto. Por lo menos yo concurriré en esta parte, como en todas, a dar el ejemplo que, como buen vecino, debo a la villa y al público. Sobre todo espero que usted no nos negará ni su protección ni sus consejos para esta loable empresa. Las fiebres siguen, aunque me parece que cede su fuerza y mengua el número de enfermos. Con todo, ayer murió de ella un criado de Terrero, y me temo que el médico la perdiese (?) de confiado, etc."
